trip_distance,rate_code,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,hour_of_day,trip_duration
0.2,1,1,3.0,0.5,0.5,0.86,0.0,0.3,5.16,79,148,5,2034.0
14.22,1,1,39.5,0.0,0.5,8.06,0.0,0.3,48.36,261,138,11,2112.0
13.23,3,1,54.0,0.0,0.0,12.96,10.5,0.3,77.76,211,1,11,69.0
5.67,1,1,22.0,0.0,0.5,5.7,0.0,0.3,28.5,144,43,13,3473.0
8.49,1,1,25.0,0.0,0.5,6.31,5.76,0.3,37.87,263,138,13,2093.0
10.21,1,1,30.5,0.0,0.5,2.96,5.76,0.3,40.02,138,237,14,2820.0
14.6,1,1,39.5,0.0,0.5,8.0,0.0,0.3,48.3,132,7,14,1648.0
14.7,1,1,41.0,0.0,0.5,8.0,0.0,0.3,49.8,132,225,14,1930.0
11.49,1,1,34.5,0.0,0.5,7.06,0.0,0.3,42.36,132,61,14,2718.0
28.4,5,1,155.0,0.0,0.0,31.05,0.0,0.3,186.35,132,265,15,1472.0
9.5,1,1,28.0,0.0,0.5,6.9,5.76,0.3,41.46,138,141,15,1704.0
11.02,1,1,34.0,0.0,0.5,6.96,0.0,0.3,41.76,132,225,15,1672.0
10.3,1,1,30.0,0.0,0.5,7.31,5.76,0.3,43.87,138,79,15,1992.0
6.35,1,1,27.0,0.0,0.5,5.56,0.0,0.3,33.36,100,49,17,2013.0
11.72,1,1,35.5,0.0,0.5,8.41,5.76,0.3,50.47,138,100,17,2051.0
10.08,1,1,35.5,0.5,0.5,7.0,0.0,0.3,43.8,50,61,20,1907.0
14.5,3,1,57.0,0.5,0.0,13.65,10.5,0.3,81.95,186,1,20,2164.0
0.19,1,1,2.5,0.5,0.5,0.7,0.0,0.3,4.5,263,263,19,2661.0
10.5,1,1,30.0,0.5,0.5,6.25,0.0,0.3,37.55,138,65,22,4132.0
6.58,1,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,79,36,23,1988.0
10.26,1,1,30.5,0.5,0.5,6.36,0.0,0.3,38.16,263,181,1,2223.0
7.6,1,1,23.0,0.5,0.5,6.05,0.0,0.3,30.35,263,261,1,1934.0
3.47,1,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,143,143,1,1365.0
5.5,1,1,22.0,0.5,0.5,5.8,5.76,0.3,34.86,148,226,1,2426.0
13.5,1,1,38.5,0.5,0.5,30.0,0.0,0.3,69.8,228,82,2,1401.0
5.56,5,1,70.0,0.0,0.5,16.26,10.5,0.3,97.56,48,265,3,71.0
6.6,1,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,107,260,3,5976.0
9.4,1,1,31.5,0.5,0.5,6.55,0.0,0.3,39.35,264,264,3,1671.0
6.5,1,1,22.5,0.5,0.5,4.76,0.0,0.3,28.56,144,37,3,3644.0
13.45,1,1,45.0,0.0,0.5,9.16,0.0,0.3,54.96,163,68,10,6623.0
8.95,1,1,26.5,0.0,0.5,5.46,0.0,0.3,32.76,75,88,11,780.0
13.9,3,1,57.0,0.0,0.0,25.0,14.5,0.3,96.8,264,264,11,2215.0
8.26,1,1,26.5,0.0,0.5,5.46,0.0,0.3,32.76,143,125,12,79.0
11.59,1,1,33.5,0.0,0.5,6.86,0.0,0.3,41.16,138,186,13,56.0
11.9,1,1,34.5,0.0,0.5,8.21,5.76,0.3,49.27,186,92,13,2223.0
11.16,1,1,32.0,0.0,0.5,6.56,0.0,0.3,39.36,138,25,13,3363.0
7.6,1,1,27.0,0.5,0.5,1.0,0.0,0.3,29.3,13,225,1,1552.0
5.6,1,1,23.0,0.5,0.5,1.0,0.0,0.3,25.3,164,263,4,1264.0
8.1,1,1,24.0,0.0,0.5,3.0,0.0,0.3,27.8,143,128,7,2698.0
0.3,1,1,3.0,0.0,0.5,3.0,0.0,0.3,6.8,236,236,15,2443.0
33.64,5,1,150.0,0.0,0.5,44.83,28.52,0.3,224.15,216,1,15,2984.0
31.13,4,1,107.0,0.0,0.5,22.71,5.76,0.3,136.27,132,265,16,2443.0
5.76,1,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,143,211,18,3668.000000000001
7.75,1,1,23.5,0.0,0.5,4.0,5.76,0.3,34.06,138,41,19,1621.0
9.3,1,1,28.5,0.0,0.5,5.85,0.0,0.3,35.15,138,49,19,2852.0
10.68,1,1,30.0,0.5,0.5,5.56,5.76,0.3,42.62,138,229,20,2116.0
9.8,1,1,28.5,0.5,0.5,7.1,5.76,0.3,42.66,138,244,20,3107.0
8.1,1,1,27.5,0.5,0.5,5.75,0.0,0.3,34.55,186,225,21,2410.0
11.66,1,1,33.0,0.5,0.5,6.86,0.0,0.3,41.16,148,28,21,3913.000000000001
7.67,1,1,23.0,0.5,0.5,7.52,5.76,0.3,37.58,138,170,22,3824.000000000001
7.7,1,1,23.0,0.5,0.5,4.85,0.0,0.3,29.15,138,80,22,2175.0
7.6,1,1,23.0,0.5,0.5,4.86,0.0,0.3,29.16,230,33,22,2000.0
9.95,1,1,27.5,0.5,0.5,6.91,5.76,0.3,41.47,138,229,23,3112.0
6.23,1,1,23.0,0.5,0.5,6.08,0.0,0.3,30.38,107,225,1,1706.0
7.5,1,1,24.0,0.5,0.5,5.05,0.0,0.3,30.35,79,129,1,1165.0
8.09,1,1,26.0,0.5,0.5,5.46,0.0,0.3,32.76,4,82,2,1525.0
5.41,1,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,255,188,2,2031.0
10.25,1,1,31.5,0.5,0.5,6.56,0.0,0.3,39.36,232,179,3,1754.0
8.5,1,1,32.5,0.5,0.5,8.45,0.0,0.3,42.25,114,71,3,1511.0
0.3,1,1,3.0,0.5,0.5,0.85,0.0,0.3,5.15,170,170,3,1493.0
9.32,1,1,27.0,0.5,0.5,6.81,5.76,0.3,40.87,141,138,4,5706.0
5.79,1,1,21.5,0.5,0.5,2.5,0.0,0.3,25.3,48,7,4,1351.0
11.05,1,1,32.5,0.5,0.5,8.45,0.0,0.3,42.25,246,243,4,1919.0
10.6,1,1,30.0,0.0,0.5,7.3,5.76,0.3,43.86,161,138,11,1984.0
17.63,3,1,64.5,0.0,0.0,16.06,15.5,0.3,96.36,230,1,11,2654.0
19.4,1,1,53.0,0.0,0.5,10.75,0.0,0.3,64.55,132,33,14,1452.0
16.31,3,1,71.0,0.0,0.0,11.0,10.5,0.3,92.8,79,1,13,1403.0
8.8,1,1,28.5,0.0,0.5,4.4,0.0,0.3,33.7,62,129,14,1704.0
23.16,1,1,62.0,0.0,0.5,12.56,0.0,0.3,75.36,132,14,15,2977.0
0.2,1,1,3.0,0.0,0.5,1.1,0.0,0.3,4.9,264,264,15,1215.0
15.45,1,1,42.5,0.0,0.5,5.0,0.0,0.3,48.3,132,145,12,2376.0
0.34,5,1,159.0,0.0,0.0,5.0,0.0,0.3,164.3,138,70,16,727.0
13.4,5,1,101.5,0.0,0.0,23.6,16.26,0.3,141.66,7,265,1,1987.0
6.96,1,1,26.5,0.5,0.5,5.56,0.0,0.3,33.36,68,106,1,1370.0
14.54,1,1,51.0,0.5,0.5,10.46,0.0,0.3,62.76,249,198,1,2327.0
10.39,1,1,28.5,0.5,0.5,7.45,0.0,0.3,37.25,255,14,1,3851.000000000001
11.99,1,1,39.0,0.5,0.5,8.06,0.0,0.3,50.31,239,181,1,2806.0
5.26,1,1,22.5,0.5,0.5,4.0,0.0,0.3,27.8,125,239,1,3192.0
5.9,1,1,23.0,0.5,0.5,4.85,0.0,0.3,29.15,158,61,2,2659.0
6.78,1,1,26.5,0.5,0.5,5.56,0.0,0.3,35.31,148,61,2,1846.0
7.5,1,1,26.5,0.5,0.5,5.56,0.0,0.3,33.36,161,244,2,3606.0
9.46,1,1,32.0,0.5,0.5,6.66,0.0,0.3,39.96,79,42,3,3696.000000000001
6.0,1,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,48,223,3,1374.0
11.5,1,1,32.5,0.5,0.5,6.76,0.0,0.3,40.56,88,152,3,2189.0
9.11,1,1,26.5,0.5,0.5,5.56,0.0,0.3,33.36,113,89,4,1889.0
7.4,1,1,23.5,0.5,0.5,3.5,0.0,0.3,28.3,148,226,5,2000.0
9.53,1,1,29.5,0.0,0.5,6.06,0.0,0.3,36.36,50,138,7,1203.0
7.53,1,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36,138,145,8,3833.000000000001
10.1,1,1,31.0,0.0,0.5,9.35,5.76,0.3,46.91,230,93,11,2043.0
10.12,1,1,29.5,0.0,0.5,7.21,5.76,0.3,43.27,138,162,13,1804.0
11.38,1,1,34.5,0.0,0.5,7.06,0.0,0.3,42.36,138,181,14,1964.0
6.56,1,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76,261,170,14,2711.0
8.6,1,1,26.0,0.0,0.5,4.0,5.76,0.3,36.56,138,263,14,2734.0
7.61,1,1,25.0,0.0,0.5,4.0,0.0,0.3,31.75,141,65,16,1659.0
12.02,1,1,34.5,0.0,0.5,8.21,5.76,0.3,49.27,138,114,16,1268.0
6.11,1,1,24.0,0.0,0.5,4.96,0.0,0.3,29.76,186,49,17,1229.0
9.7,1,1,29.0,0.0,0.5,5.96,0.0,0.3,35.76,138,144,18,1914.0
15.0,1,1,50.5,0.0,0.5,7.0,0.0,0.3,58.3,132,228,19,1557.0
6.88,1,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76,138,80,19,2562.0
7.34,1,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,138,112,20,1178.0
13.9,1,1,39.0,0.5,0.5,8.05,0.0,0.3,48.35,132,7,21,2298.0
9.11,1,1,25.5,0.5,0.5,5.36,0.0,0.3,32.16,138,148,23,1783.0
4.91,1,1,16.5,0.5,0.5,4.45,0.0,0.3,22.25,186,25,4,1560.0
21.0,1,1,59.0,0.0,0.5,8.97,0.0,0.3,68.77,132,181,16,1496.0
6.3,1,1,22.5,0.0,0.5,4.65,0.0,0.3,27.95,261,142,18,80.0
7.12,1,1,22.5,0.5,0.5,4.0,0.0,0.3,27.8,68,116,21,2088.0
12.68,1,1,34.5,0.5,0.5,7.16,0.0,0.3,42.96,138,40,21,1649.0
9.6,1,1,27.0,0.5,0.5,5.65,0.0,0.3,33.95,264,264,23,1896.0
8.38,1,1,24.5,0.5,0.5,4.0,5.76,0.3,35.56,138,152,23,1543.0
10.62,1,1,32.0,0.5,0.5,6.66,0.0,0.3,39.96,138,61,0,87.0
6.58,1,1,29.0,0.5,0.5,7.58,0.0,0.3,37.88,161,261,0,2207.0
1.9,5,1,18.99,0.0,0.5,3.96,0.0,0.3,23.75,68,163,0,1690.0
16.06,1,1,46.5,0.5,0.5,16.27,17.28,0.3,81.35,246,214,1,1798.0
10.6,1,1,33.0,0.5,0.5,6.85,0.0,0.3,41.15,45,7,2,2097.0
7.78,1,1,24.5,0.5,0.5,5.16,0.0,0.3,30.96,148,238,2,1897.0
6.42,1,1,22.5,0.5,0.5,5.95,0.0,0.3,29.75,37,260,3,1822.0
10.34,1,1,29.5,0.5,0.5,6.16,0.0,0.3,36.96,162,78,4,1869.0
10.3,1,1,31.5,0.5,0.5,8.2,0.0,0.3,41.0,141,85,5,5223.0
10.8,1,1,31.0,0.0,0.5,6.35,0.0,0.3,38.15,230,138,11,2031.0
15.8,1,1,46.0,0.0,0.5,14.04,0.0,0.3,60.84,132,145,12,1885.0
11.98,1,1,36.0,0.0,0.5,8.51,5.76,0.3,51.07,138,48,13,1824.0
8.53,1,1,24.0,0.0,0.5,7.64,5.76,0.3,38.2,138,140,13,1246.0
9.35,1,1,27.5,0.0,0.5,6.81,5.76,0.3,40.87,236,138,13,1471.0
11.7,1,1,35.0,0.0,0.5,6.0,0.0,0.3,41.8,132,49,14,2211.0
11.91,1,1,34.0,0.0,0.5,6.96,0.0,0.3,41.76,138,93,14,2172.0
13.9,1,1,39.5,0.0,0.5,8.05,0.0,0.3,48.35,141,200,15,2222.0
4.5,1,1,29.0,0.5,0.5,6.05,0.0,0.3,36.35,48,170,0,1548.0
8.1,1,1,31.0,0.5,0.5,6.45,0.0,0.3,38.75,68,61,1,1762.0
6.99,1,1,23.0,0.5,0.5,4.86,0.0,0.3,29.16,236,243,1,1478.0
4.97,1,1,22.5,0.5,0.5,4.76,0.0,0.3,28.56,48,87,1,1921.0
5.62,1,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,232,114,2,1791.0
7.27,1,1,23.5,0.5,0.5,6.2,0.0,0.3,31.0,144,83,2,2189.0
6.3,1,1,25.5,0.5,0.5,5.35,0.0,0.3,32.15,48,223,2,1695.0
0.3,1,1,3.0,0.5,0.5,0.85,0.0,0.3,5.15,249,249,3,2126.0
7.2,1,1,23.5,0.5,0.5,4.95,0.0,0.3,29.75,231,36,3,1815.0
21.6,1,1,64.5,0.5,0.5,13.15,0.0,0.3,78.95,100,192,4,84.0
15.18,3,1,60.0,0.0,0.0,14.56,12.5,0.3,87.36,162,1,9,1168.0
17.2,1,1,48.5,0.0,0.5,9.85,0.0,0.3,59.15,264,264,10,1319.0
8.4,1,1,25.5,0.0,0.5,6.0,5.76,0.3,38.06,138,262,11,1687.0
7.23,1,1,23.0,0.0,0.5,2.38,0.0,0.3,28.13,87,43,11,1035.0
9.32,1,1,25.5,0.0,0.5,6.41,5.76,0.3,38.47,140,138,12,2460.0
6.31,1,1,22.0,0.0,0.5,5.7,0.0,0.3,28.5,238,231,14,1004.0
9.01,1,1,26.0,0.0,0.5,4.0,5.76,0.3,36.56,162,138,15,3407.0
8.8,1,1,25.5,0.0,0.5,6.0,0.0,0.3,32.3,138,97,16,2030.0
17.29,1,1,53.5,0.0,0.5,4.0,0.0,0.3,58.3,243,17,16,2318.0
6.91,1,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96,13,230,17,1418.0
7.0,1,1,23.5,0.0,0.5,4.85,0.0,0.3,29.15,138,229,17,1515.0
6.33,1,1,21.5,0.0,0.5,2.9,0.0,0.3,25.2,234,166,18,1076.0
8.75,1,1,26.5,0.0,0.5,5.46,0.0,0.3,32.76,138,17,19,1649.0
22.1,1,1,58.5,0.5,0.5,10.0,0.0,0.3,69.8,138,11,19,1571.0
12.3,1,1,36.0,0.5,0.5,11.15,0.0,0.3,48.45,132,189,21,1224.0
11.6,1,1,33.5,0.5,0.5,8.1,5.76,0.3,48.66,138,143,22,859.0
11.7,1,1,36.0,0.0,0.5,7.35,0.0,0.3,44.15,132,61,16,1203.0
8.99,1,1,27.5,0.0,0.5,6.81,5.76,0.3,40.87,138,90,16,3071.0
6.98,1,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36,138,256,17,1413.0
11.39,1,1,31.0,0.0,0.5,6.36,0.0,0.3,38.16,132,138,17,1529.0
12.69,1,1,38.5,1.0,0.5,8.06,0.0,0.3,48.36,132,181,19,1948.0
7.2,1,1,25.0,0.5,0.5,5.25,0.0,0.3,31.55,68,49,20,43.0
14.07,1,1,39.0,0.5,0.5,8.06,0.0,0.3,48.36,132,226,20,2192.0
8.99,1,1,26.5,0.5,0.5,6.71,5.76,0.3,40.27,138,229,21,1154.0
8.5,1,1,24.5,0.5,0.5,6.31,5.76,0.3,37.87,138,107,22,1688.0
6.1,5,1,45.0,0.0,0.0,11.15,10.5,0.3,66.95,68,265,22,1772.0
10.01,1,1,28.0,0.5,0.5,7.32,0.0,0.3,36.62,138,4,22,1846.0
7.3,1,1,24.5,0.0,0.5,6.3,0.0,0.3,31.6,162,33,16,2170.0
21.6,1,1,66.5,0.0,0.5,14.6,5.76,0.3,87.66,132,244,16,2110.0
10.12,1,1,29.5,0.0,0.5,6.06,0.0,0.3,36.36,138,66,17,1241.0
6.92,1,1,23.0,0.5,0.5,2.7,0.0,0.3,27.0,114,236,21,3928.000000000001
11.9,1,1,36.5,0.5,0.5,7.55,0.0,0.3,45.35,164,188,22,2177.0
19.9,1,1,53.5,0.5,0.5,10.96,0.0,0.3,65.76,132,33,22,3115.0
8.9,1,1,25.0,0.5,0.5,3.7,0.0,0.3,30.0,229,243,22,1878.0
18.14,1,1,50.5,0.5,0.5,7.0,0.0,0.3,58.8,138,91,23,71.0
10.94,1,1,33.5,0.5,0.5,6.96,0.0,0.3,41.76,132,72,23,1359.0
14.8,1,1,41.0,0.5,0.5,8.45,0.0,0.3,50.75,142,183,0,41.0
12.06,1,1,34.5,0.5,0.5,7.16,0.0,0.3,42.96,43,236,1,1654.0
7.4,1,1,22.5,0.5,0.5,5.95,0.0,0.3,29.75,239,127,1,2359.0
6.49,1,1,27.0,0.5,0.5,5.66,0.0,0.3,33.96,79,239,0,14.0
9.78,1,1,30.0,0.5,0.5,7.82,0.0,0.3,41.07,4,167,1,2128.0
3.1,1,1,2.5,0.5,0.5,20.0,0.0,0.3,23.8,261,261,2,3728.000000000001
8.79,1,1,27.0,0.5,0.5,5.66,0.0,0.3,33.96,137,244,2,4450.0
7.3,1,1,25.0,0.5,0.5,5.25,0.0,0.3,31.55,148,7,2,2297.0
16.2,1,1,49.0,0.5,0.5,5.7,0.0,0.3,56.0,88,124,3,2911.0
8.1,5,1,50.0,0.0,0.0,10.05,0.0,0.3,60.35,228,144,4,2402.0
7.9,1,1,26.0,0.5,0.5,5.45,0.0,0.3,32.75,48,188,5,2755.0
8.1,1,1,25.0,0.0,0.5,6.3,5.76,0.3,37.86,166,138,7,2479.0
11.4,1,1,33.0,0.0,0.5,6.75,0.0,0.3,40.55,138,25,11,46.0
10.0,1,1,29.0,0.0,0.5,2.98,0.0,0.3,32.78,140,31,11,964.0
11.0,1,1,32.5,0.0,0.5,9.75,5.76,0.3,48.81,161,138,12,2266.0
10.56,1,1,32.0,0.0,0.5,7.71,5.76,0.3,46.27,75,173,12,2239.0
6.0,5,1,35.0,0.0,0.0,9.16,10.5,0.3,54.96,100,265,12,1446.0
11.74,1,1,35.0,0.0,0.5,8.31,5.76,0.3,49.87,138,142,12,2914.0
16.4,3,1,62.5,0.0,0.0,8.0,21.0,0.3,91.8,50,1,14,1382.0
8.46,1,1,24.5,0.0,0.5,6.21,5.76,0.3,37.27,138,262,14,2333.0
10.12,1,1,31.5,0.0,0.5,6.46,0.0,0.3,38.76,138,17,15,2084.0
17.36,3,1,66.5,1.0,0.0,16.06,12.5,0.3,96.36,163,1,16,1238.0
11.6,1,1,36.0,0.0,0.5,7.35,0.0,0.3,44.15,132,189,16,1761.0
10.2,1,1,29.0,0.0,0.5,7.11,5.76,0.3,42.67,138,229,17,1450.0
7.4,1,1,24.0,0.0,0.5,4.0,0.0,0.3,28.8,162,33,18,1803.0
9.87,1,1,28.5,0.0,0.5,5.05,5.76,0.3,40.11,138,107,19,1051.0
18.23,1,1,50.5,0.5,0.5,10.36,0.0,0.3,62.16,132,85,21,3661.000000000001
10.92,1,1,33.5,0.5,0.5,6.96,0.0,0.3,41.76,132,61,22,68.0
10.05,1,1,30.0,0.5,0.5,7.41,5.76,0.3,44.47,138,229,23,1581.0
12.6,1,1,35.0,0.5,0.5,5.7,0.0,0.3,42.0,229,174,23,68.0
8.7,1,1,26.5,0.5,0.5,8.3,0.0,0.3,36.1,249,244,0,1684.0
8.5,1,1,28.5,0.5,0.5,6.0,0.0,0.3,35.8,255,7,1,1610.0
8.1,1,1,23.0,0.5,0.5,0.46,5.76,0.3,30.52,262,138,2,1628.0
6.53,1,1,24.5,0.5,0.5,5.16,0.0,0.3,30.96,79,151,1,1975.0
7.5,1,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,209,263,2,987.0
0.2,3,1,24.0,0.5,0.0,4.96,0.0,0.3,29.76,170,164,2,1620.0
16.89,1,1,46.0,0.5,0.5,4.0,0.0,0.3,51.3,87,28,4,1504.0
5.9,1,1,22.0,0.5,0.5,4.0,0.0,0.3,27.3,162,256,4,1227.0
10.19,1,1,29.5,0.5,0.5,9.14,5.76,0.3,45.7,100,138,5,1837.0
20.05,1,1,53.5,0.0,0.5,10.86,0.0,0.3,65.16,132,52,6,1256.0
14.7,1,1,40.5,0.0,0.5,8.26,0.0,0.3,49.56,132,179,7,4689.0
9.43,1,1,28.5,0.0,0.5,5.86,0.0,0.3,35.16,237,158,7,1952.0
8.14,1,1,24.5,0.0,0.5,6.32,0.0,0.3,31.62,138,141,10,1726.0
11.69,1,1,33.5,0.0,0.5,6.86,0.0,0.3,41.16,138,181,10,2019.0
7.32,1,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76,161,88,10,1912.0
0.2,1,1,3.0,0.0,0.5,0.76,0.0,0.3,4.56,230,48,12,1826.0
8.27,1,1,26.0,0.0,0.5,4.0,0.0,0.3,30.8,87,226,12,1012.0
7.13,1,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96,236,158,12,969.0
8.23,1,1,26.0,0.0,0.5,6.51,5.76,0.3,39.07,138,236,14,1641.0
0.2,1,1,3.0,0.0,0.5,0.5,0.0,0.3,4.3,236,236,14,1100.0
6.1,1,1,31.5,0.0,0.5,6.45,0.0,0.3,38.75,246,33,15,2214.0
13.77,1,1,39.0,0.0,0.5,7.96,0.0,0.3,47.76,75,228,15,1303.0
7.3,1,1,24.0,0.0,0.5,7.4,0.0,0.3,32.2,138,229,16,1790.0
8.8,1,1,26.0,0.0,0.5,6.5,5.76,0.3,39.06,138,90,18,1817.0
12.01,1,1,34.0,0.0,0.5,6.96,0.0,0.3,41.76,138,87,18,2149.0
11.4,1,1,34.0,0.5,0.5,7.05,0.0,0.3,42.35,138,17,20,1376.0
9.1,1,1,26.0,0.5,0.5,5.5,5.76,0.3,38.56,138,79,20,2.0
9.15,1,1,26.0,0.5,0.5,5.46,0.0,0.3,32.76,264,264,20,1551.0
11.17,1,1,33.0,0.5,0.5,6.0,5.76,0.3,46.06,138,142,21,2069.0
4.26,1,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,116,235,2,1475.0
4.71,1,2,16.5,0.0,0.5,0.0,0.0,0.3,17.3,246,141,15,824.0
2.81,1,1,16.5,0.5,0.5,2.0,0.0,0.3,19.8,100,158,0,1447.0
16.99,2,1,52.0,0.0,0.5,6.0,5.76,0.3,64.56,132,170,6,1111.0
17.23,2,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,41,132,9,2421.0
19.8,2,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,87,132,16,1120.0
15.6,2,1,52.0,0.0,0.5,7.92,0.0,0.3,60.72,10,144,21,1665.0
17.1,2,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,137,132,4,3004.0
17.07,2,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,132,234,15,1681.0
17.66,2,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,161,132,16,2.0
18.59,2,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,132,236,19,2742.0
19.71,2,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,132,140,23,1773.0
18.11,2,1,52.0,0.0,0.5,5.0,5.76,0.3,63.56,132,230,12,1263.0
15.7,2,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8,142,132,15,3408.0
6.5,1,1,28.0,0.5,0.5,5.85,0.0,0.3,35.15,161,261,0,1339.0
14.29,1,1,43.5,0.5,0.5,8.96,0.0,0.3,53.76,246,241,0,2262.0
6.61,1,1,21.5,0.5,0.5,5.71,5.76,0.3,34.27,233,260,1,1656.0
7.3,1,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,230,66,1,2055.0
7.52,1,1,27.5,0.5,0.5,6.91,5.76,0.3,41.47,68,181,2,1448.0
9.13,1,1,28.0,0.5,0.5,5.86,0.0,0.3,35.16,202,92,2,3211.0
3.74,5,1,65.0,0.0,0.0,13.06,0.0,0.3,78.36,113,265,2,1552.0
8.26,1,1,25.0,0.5,0.5,5.26,0.0,0.3,31.56,170,181,3,2049.0
9.4,1,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,106,140,3,1015.0
13.89,1,1,40.5,0.0,0.5,8.26,0.0,0.3,49.56,132,40,8,1832.0
9.29,1,1,27.0,0.0,0.5,6.67,5.54,0.3,40.01,186,138,7,1461.0
11.46,1,1,35.0,0.0,0.5,7.16,0.0,0.3,42.96,132,37,10,1946.0
7.4,1,1,23.0,0.0,0.5,4.75,0.0,0.3,28.55,138,36,11,1867.0
10.0,1,1,29.5,0.0,0.5,7.2,5.76,0.3,43.26,263,93,12,1659.0
7.0,1,1,23.5,0.0,0.5,4.85,0.0,0.3,29.15,264,264,13,1507.0
13.3,1,1,37.0,0.0,0.5,10.89,5.76,0.3,54.45,232,232,14,1663.0
21.99,3,1,76.0,0.0,0.0,19.38,20.6,0.3,116.28,230,1,14,2607.0
9.6,1,1,28.5,0.0,0.5,8.75,5.76,0.3,43.81,138,230,14,1961.0
6.86,1,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,151,114,0,3093.0
10.0,1,1,29.0,0.5,0.5,6.05,0.0,0.3,36.35,80,26,0,2749.0
3.48,1,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,48,148,0,1807.0
5.99,1,1,24.0,0.5,0.5,4.55,0.0,0.3,29.85,50,42,2,2037.0
8.1,1,1,30.5,0.5,0.5,6.36,0.0,0.3,38.16,144,166,1,1289.0
5.8,1,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,230,97,2,2411.0
7.6,1,1,29.5,0.5,0.5,6.15,0.0,0.3,36.95,90,225,3,3139.0
17.3,3,1,65.5,0.0,0.0,16.85,18.5,0.3,101.15,137,1,6,1883.0
8.7,1,1,27.5,0.0,0.5,6.8,5.76,0.3,40.86,237,138,8,3494.0
0.35,1,1,3.0,0.0,0.5,0.76,0.0,0.3,4.56,237,237,10,2174.0
11.27,1,1,35.5,0.0,0.5,10.52,5.76,0.3,52.58,138,48,11,2691.0
14.8,1,1,40.0,0.0,0.5,8.15,0.0,0.3,48.95,138,133,13,1994.0
8.9,1,1,26.0,0.0,0.5,6.5,5.76,0.3,39.06,138,234,14,1906.0
15.93,1,1,45.0,0.0,0.5,33.3,5.76,0.3,84.86,48,132,15,2368.0
4.8,1,1,21.5,0.0,0.5,4.45,0.0,0.3,26.75,68,236,16,2330.0
10.43,1,1,32.0,0.0,0.5,6.56,0.0,0.3,39.36,262,181,18,2079.0
9.6,1,1,30.0,1.0,0.5,7.5,5.76,0.3,45.06,138,246,19,1381.0
9.1,1,1,27.5,0.5,0.5,4.32,0.0,0.3,33.12,138,262,20,1263.0
7.42,1,1,23.0,0.5,0.5,6.01,5.76,0.3,36.07,138,41,21,1088.0
10.19,1,1,28.5,0.5,0.5,5.96,0.0,0.3,35.76,138,79,23,1252.0
12.0,1,1,34.0,0.5,0.5,7.06,0.0,0.3,42.36,138,125,23,1637.0
2.8,1,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,48,162,0,1592.0
4.55,1,1,23.0,0.5,0.5,0.4,0.0,0.3,24.7,249,237,0,1920.0
0.23,1,1,3.0,0.5,0.5,1.29,0.0,0.3,5.59,151,151,0,1794.0
8.3,1,1,28.0,0.5,0.5,5.85,0.0,0.3,35.15,170,189,1,1146.0
11.3,1,1,36.5,0.5,0.5,7.55,0.0,0.3,45.35,68,127,1,85801.0
6.7,1,1,24.5,0.5,0.5,5.15,0.0,0.3,30.95,79,74,1,1310.0
7.55,1,1,26.5,0.5,0.5,5.56,0.0,0.3,33.36,37,181,0,25.0
18.1,1,1,54.5,0.5,0.5,12.3,5.76,0.3,73.86,158,64,1,1401.0
6.56,1,1,21.5,0.5,0.5,5.7,0.0,0.3,28.5,229,33,1,1480.0
10.0,1,1,33.5,0.5,0.5,6.96,0.0,0.3,41.76,246,227,3,1305.0
12.69,1,1,46.0,0.5,0.5,6.0,0.0,0.3,53.3,48,28,3,69.0
