Age,Gender,Time_Spent,Product_Category,Purchased,Number_of_Items_Viewed,Device_Used
57,Female,25,Clothing,0,17,Mobile
41,Female,11,Books,1,17,Desktop
44,Male,7,Books,0,14,Desktop
38,Male,16,Clothing,0,3,Desktop
51,Female,20,Electronics,0,15,Desktop
46,Female,44,Electronics,1,15,Desktop
47,Female,46,Books,0,2,Mobile
18,Female,38,Electronics,1,7,Desktop
63,Female,21,Books,0,5,Mobile
45,Female,22,Books,0,11,Tablet
36,Male,17,Clothing,0,9,Mobile
53,Male,19,Electronics,0,6,Tablet
48,Female,33,Clothing,0,2,Desktop
60,Female,40,Books,1,4,Mobile
23,Female,22,Electronics,1,19,Desktop
44,Female,6,Books,0,1,Desktop
61,Male,30,Electronics,1,9,Tablet
23,Female,43,Books,0,13,Desktop
49,Female,6,Electronics,0,6,Mobile
52,Female,31,Electronics,0,19,Tablet
30,Female,26,Books,0,5,Desktop
61,Male,34,Clothing,1,8,Desktop
30,Female,27,Electronics,1,2,Mobile
27,Male,20,Books,0,11,Tablet
29,Female,42,Books,0,14,Desktop
50,Female,23,Electronics,0,14,Tablet
42,Male,29,Electronics,0,15,Desktop
59,Male,8,Books,1,19,Tablet
18,Male,40,Books,1,5,Mobile
42,Female,17,Books,1,9,Desktop
47,Female,8,Clothing,1,4,Mobile
59,Female,20,Clothing,0,15,Mobile
51,Male,41,Clothing,0,19,Mobile
59,Female,11,Electronics,1,7,Desktop
58,Male,27,Clothing,1,8,Mobile
58,Male,21,Clothing,1,18,Mobile
25,Male,12,Books,1,19,Tablet
27,Female,22,Electronics,1,5,Mobile
52,Female,49,Electronics,1,17,Mobile
58,Female,11,Clothing,1,9,Tablet
21,Male,22,Electronics,1,8,Desktop
63,Male,42,Books,0,2,Mobile
63,Female,30,Clothing,1,18,Tablet
36,Male,31,Clothing,0,9,Mobile
30,Male,20,Clothing,1,1,Desktop
62,Male,6,Electronics,1,12,Desktop
64,Female,30,Books,1,1,Mobile
39,Female,24,Electronics,1,1,Desktop
46,Female,37,Electronics,0,1,Tablet
31,Female,30,Books,1,4,Mobile
38,Male,21,Electronics,0,18,Desktop
26,Male,40,Books,1,10,Tablet
35,Male,31,Electronics,0,16,Desktop
32,Female,20,Electronics,0,7,Tablet
31,Female,46,Books,1,8,Desktop
46,Female,43,Books,1,1,Tablet
62,Male,37,Electronics,0,6,Desktop
40,Male,9,Books,1,18,Desktop
41,Female,40,Electronics,1,7,Desktop
25,Male,30,Books,1,7,Mobile
23,Male,28,Clothing,0,1,Mobile
49,Male,20,Books,0,9,Tablet
18,Male,42,Clothing,1,9,Tablet
59,Male,23,Books,0,8,Tablet
58,Male,8,Clothing,1,16,Mobile
32,Male,5,Clothing,0,13,Tablet
48,Male,19,Books,0,6,Tablet
61,Male,36,Electronics,1,1,Mobile
59,Male,22,Electronics,0,14,Tablet
26,Male,23,Electronics,0,7,Desktop
20,Male,40,Electronics,0,11,Desktop
60,Female,29,Clothing,0,9,Mobile
35,Male,47,Clothing,1,18,Mobile
18,Female,40,Books,1,5,Mobile
28,Male,44,Books,1,19,Desktop
33,Male,42,Books,1,13,Mobile
19,Female,48,Electronics,1,2,Tablet
19,Male,41,Books,1,13,Tablet
34,Female,12,Electronics,0,11,Tablet
60,Male,25,Clothing,0,2,Tablet
40,Female,35,Clothing,0,4,Desktop
29,Female,28,Clothing,1,19,Desktop
35,Female,29,Electronics,0,10,Tablet
58,Female,24,Books,1,1,Desktop
50,Female,44,Books,0,19,Tablet
55,Female,22,Clothing,1,9,Desktop
50,Male,31,Electronics,0,11,Mobile
22,Female,24,Electronics,0,4,Tablet
30,Female,36,Books,0,1,Tablet
57,Male,28,Electronics,1,16,Mobile
57,Female,11,Books,1,19,Tablet
33,Female,46,Books,0,10,Desktop
21,Male,34,Electronics,0,4,Tablet
36,Male,9,Clothing,0,12,Mobile
41,Male,13,Books,1,2,Mobile
29,Male,46,Books,1,15,Mobile
58,Female,29,Clothing,0,11,Mobile
58,Male,5,Books,0,11,Desktop
37,Male,5,Clothing,0,9,Mobile
18,Female,34,Books,0,1,Mobile
51,Female,15,Clothing,1,10,Mobile
41,Female,13,Electronics,0,12,Tablet
50,Male,34,Electronics,1,16,Tablet
50,Male,20,Electronics,0,3,Tablet
28,Male,18,Books,1,17,Mobile
32,Male,6,Clothing,1,19,Desktop
46,Male,9,Clothing,1,5,Desktop
62,Female,33,Electronics,0,3,Desktop
38,Male,29,Electronics,0,6,Mobile
18,Male,32,Clothing,0,14,Tablet
43,Male,31,Electronics,1,16,Mobile
51,Female,48,Electronics,1,16,Desktop
47,Female,38,Electronics,1,6,Desktop
19,Female,36,Books,0,5,Desktop
34,Female,47,Electronics,1,6,Desktop
23,Male,45,Books,0,9,Tablet
23,Female,16,Clothing,0,6,Tablet
46,Male,35,Books,1,4,Tablet
50,Female,41,Clothing,0,9,Desktop
45,Male,35,Clothing,0,1,Tablet
55,Female,12,Books,1,15,Mobile
38,Male,5,Books,0,13,Tablet
23,Male,10,Electronics,0,7,Desktop
59,Female,43,Electronics,1,2,Tablet
55,Male,25,Clothing,1,13,Tablet
25,Female,40,Books,1,15,Mobile
62,Male,13,Clothing,0,3,Mobile
40,Male,38,Clothing,1,11,Desktop
46,Female,26,Books,0,4,Tablet
42,Female,27,Clothing,0,14,Desktop
42,Female,31,Electronics,1,19,Tablet
19,Male,18,Books,0,4,Tablet
35,Male,22,Books,1,18,Tablet
28,Male,6,Electronics,1,10,Mobile
62,Male,31,Clothing,0,15,Mobile
50,Male,42,Clothing,0,6,Desktop
48,Female,24,Clothing,0,8,Tablet
59,Male,29,Clothing,0,7,Mobile
38,Female,20,Electronics,1,4,Tablet
24,Female,8,Books,0,15,Desktop
22,Male,24,Electronics,0,12,Desktop
27,Female,10,Books,1,10,Desktop
53,Male,37,Electronics,1,8,Mobile
44,Male,15,Books,0,1,Mobile
24,Male,27,Electronics,1,8,Mobile
42,Female,44,Clothing,0,10,Desktop
63,Male,18,Electronics,1,3,Mobile
18,Male,48,Clothing,1,18,Mobile
51,Female,46,Clothing,0,14,Mobile
34,Female,21,Clothing,1,15,Desktop
41,Male,19,Books,1,11,Desktop
40,Female,20,Books,1,1,Tablet
38,Female,20,Clothing,1,6,Desktop
24,Female,5,Books,0,4,Desktop
43,Female,15,Clothing,0,16,Tablet
26,Female,7,Books,0,10,Mobile
30,Male,13,Books,1,14,Mobile
30,Male,23,Clothing,0,3,Tablet
62,Male,33,Electronics,1,18,Tablet
18,Male,46,Electronics,0,12,Desktop
46,Male,37,Electronics,0,8,Desktop
45,Male,11,Electronics,0,16,Desktop
31,Male,48,Clothing,0,6,Mobile
52,Female,8,Books,1,6,Desktop
57,Male,18,Books,1,17,Tablet
21,Male,25,Clothing,0,11,Desktop
51,Male,44,Clothing,0,18,Desktop
50,Female,11,Electronics,1,4,Tablet
28,Female,24,Clothing,0,18,Desktop
33,Male,37,Clothing,0,1,Mobile
41,Male,10,Electronics,0,9,Tablet
25,Female,22,Electronics,1,6,Desktop
56,Female,17,Books,1,5,Desktop
29,Female,31,Clothing,1,11,Desktop
49,Male,36,Electronics,0,7,Desktop
25,Female,28,Clothing,0,15,Desktop
19,Male,9,Books,0,8,Desktop
48,Male,31,Books,0,2,Mobile
47,Male,45,Electronics,1,14,Mobile
60,Female,30,Clothing,1,18,Tablet
23,Male,21,Electronics,0,5,Mobile
29,Female,6,Books,1,8,Desktop
55,Male,17,Clothing,0,14,Mobile
43,Male,25,Electronics,1,2,Desktop
31,Female,21,Books,1,6,Desktop
45,Female,31,Books,0,8,Tablet
37,Male,47,Clothing,1,2,Tablet
56,Male,9,Books,0,15,Mobile
56,Male,22,Electronics,1,18,Mobile
44,Female,18,Electronics,1,6,Mobile
53,Male,40,Books,0,6,Mobile
54,Female,28,Clothing,0,4,Mobile
60,Male,42,Electronics,0,9,Desktop
61,Male,31,Clothing,0,18,Desktop
45,Female,26,Electronics,1,18,Mobile
25,Female,14,Electronics,1,6,Desktop
22,Male,31,Books,1,3,Mobile
40,Female,10,Electronics,0,15,Desktop
46,Male,41,Electronics,0,18,Mobile
64,Female,42,Electronics,1,8,Mobile
57,Female,39,Clothing,1,7,Tablet
59,Female,19,Electronics,1,1,Desktop
21,Male,17,Clothing,1,4,Tablet
35,Male,36,Books,1,2,Tablet
32,Female,45,Books,0,6,Desktop
58,Male,13,Books,0,11,Tablet
41,Male,48,Electronics,0,2,Desktop
37,Female,24,Books,0,13,Tablet
18,Female,41,Books,1,4,Desktop
26,Female,7,Electronics,1,17,Tablet
44,Female,16,Electronics,0,18,Desktop
31,Male,48,Clothing,0,10,Tablet
25,Female,26,Electronics,1,1,Desktop
28,Male,6,Electronics,1,9,Tablet
62,Male,25,Books,1,2,Desktop
24,Female,16,Clothing,1,9,Tablet
45,Female,15,Electronics,0,4,Mobile
28,Male,31,Clothing,1,3,Tablet
37,Male,22,Books,1,6,Mobile
54,Female,24,Books,1,13,Desktop
39,Male,12,Electronics,1,3,Desktop
61,Male,36,Clothing,1,17,Mobile
18,Female,13,Electronics,1,7,Desktop
57,Female,25,Electronics,0,11,Tablet
59,Male,9,Books,0,9,Mobile
41,Female,45,Books,1,5,Tablet
61,Male,22,Books,1,13,Desktop
61,Female,5,Clothing,0,15,Mobile
46,Female,29,Clothing,0,14,Tablet
42,Male,20,Books,0,14,Mobile
32,Female,14,Books,0,9,Mobile
33,Female,22,Clothing,1,12,Mobile
34,Male,46,Electronics,1,4,Tablet
54,Female,37,Clothing,0,4,Mobile
43,Male,24,Clothing,0,10,Mobile
52,Female,18,Electronics,1,17,Mobile
39,Female,46,Electronics,0,9,Mobile
20,Female,42,Clothing,1,8,Mobile
59,Female,46,Electronics,1,7,Tablet
43,Female,35,Electronics,1,6,Mobile
20,Female,12,Electronics,1,3,Tablet
25,Female,46,Clothing,1,1,Mobile
62,Female,31,Books,0,19,Tablet
59,Male,19,Books,1,10,Mobile
25,Female,6,Clothing,1,11,Desktop
19,Female,23,Electronics,0,6,Tablet
42,Female,44,Clothing,1,11,Desktop
60,Female,7,Electronics,0,18,Desktop
55,Male,5,Electronics,0,7,Tablet
58,Female,40,Books,0,10,Tablet
64,Male,18,Clothing,1,7,Tablet
36,Female,36,Clothing,0,4,Mobile
37,Male,28,Electronics,0,7,Desktop
18,Male,25,Electronics,0,2,Desktop
56,Male,35,Books,0,8,Desktop
36,Male,42,Clothing,0,17,Mobile
28,Male,33,Clothing,1,16,Mobile
37,Male,34,Books,1,10,Tablet
46,Male,15,Clothing,1,14,Tablet
23,Male,40,Books,0,17,Mobile
20,Male,16,Clothing,1,7,Desktop
40,Male,44,Electronics,1,18,Desktop
34,Male,40,Books,1,3,Mobile
62,Female,36,Books,0,14,Desktop
27,Male,42,Clothing,1,2,Mobile
56,Female,7,Books,1,10,Mobile
47,Male,25,Electronics,1,6,Tablet
24,Male,6,Books,0,4,Tablet
32,Male,33,Electronics,0,7,Desktop
40,Female,9,Books,0,10,Desktop
54,Male,34,Clothing,0,7,Tablet
38,Female,36,Clothing,1,7,Mobile
60,Female,28,Clothing,0,11,Mobile
37,Female,43,Books,1,11,Desktop
64,Male,15,Books,1,9,Mobile
40,Male,48,Books,0,5,Tablet
34,Male,36,Clothing,0,8,Desktop
42,Male,26,Books,0,13,Tablet
56,Male,40,Books,1,6,Mobile
37,Female,13,Electronics,0,19,Tablet
54,Male,39,Clothing,1,1,Desktop
64,Female,7,Electronics,0,19,Tablet
35,Female,38,Electronics,1,5,Mobile
19,Female,23,Books,0,12,Desktop
31,Male,10,Electronics,1,1,Desktop
40,Female,31,Electronics,1,2,Tablet
44,Male,44,Electronics,1,16,Tablet
23,Male,32,Electronics,0,16,Mobile
59,Male,10,Clothing,1,9,Desktop
21,Female,20,Books,0,2,Desktop
26,Male,10,Electronics,1,1,Desktop
35,Female,26,Clothing,1,8,Desktop
31,Female,24,Books,0,5,Mobile
28,Female,23,Electronics,1,2,Desktop
32,Male,13,Clothing,1,14,Mobile
34,Female,21,Books,0,4,Tablet
50,Male,13,Electronics,0,17,Mobile
35,Male,33,Books,1,2,Tablet
32,Female,27,Books,0,1,Mobile
36,Female,12,Clothing,0,16,Tablet
18,Male,27,Electronics,0,13,Tablet
33,Male,49,Books,0,14,Desktop
44,Female,21,Electronics,0,12,Tablet
27,Female,19,Books,1,12,Tablet
18,Male,34,Books,0,11,Desktop
31,Female,22,Books,1,16,Mobile
60,Female,40,Books,1,13,Mobile
42,Female,12,Electronics,1,2,Tablet
47,Male,28,Clothing,1,13,Mobile
52,Female,38,Clothing,1,17,Tablet
21,Male,20,Electronics,1,19,Desktop
30,Male,27,Clothing,1,17,Desktop
19,Male,35,Books,0,5,Tablet
64,Male,31,Electronics,0,5,Desktop
22,Male,21,Books,1,6,Mobile
57,Female,16,Clothing,0,11,Tablet
30,Female,21,Clothing,1,15,Desktop
39,Female,6,Clothing,1,6,Desktop
43,Female,22,Books,0,11,Mobile
32,Female,35,Clothing,0,3,Desktop
31,Female,29,Books,0,3,Mobile
28,Female,17,Electronics,1,16,Desktop
54,Female,24,Electronics,1,4,Desktop
32,Male,41,Books,1,4,Desktop
19,Female,29,Books,0,4,Desktop
47,Female,17,Electronics,1,14,Mobile
32,Male,44,Clothing,1,2,Desktop
21,Male,6,Electronics,0,14,Desktop
30,Female,33,Electronics,0,12,Desktop
46,Female,22,Electronics,0,12,Tablet
60,Female,46,Electronics,0,1,Desktop
59,Male,11,Electronics,0,10,Tablet
40,Male,29,Electronics,0,12,Mobile
36,Female,39,Clothing,0,15,Tablet
34,Male,34,Clothing,1,5,Mobile
28,Male,41,Electronics,0,7,Desktop
45,Female,23,Books,0,7,Desktop
48,Male,49,Books,0,19,Tablet
41,Female,43,Books,0,13,Mobile
25,Female,20,Electronics,1,4,Desktop
22,Female,27,Books,1,15,Tablet
63,Male,41,Electronics,0,9,Tablet
41,Male,7,Electronics,0,1,Desktop
49,Male,42,Electronics,0,19,Tablet
21,Female,26,Electronics,0,12,Mobile
30,Female,34,Clothing,1,9,Mobile
53,Male,43,Electronics,0,19,Tablet
27,Male,16,Books,1,1,Tablet
64,Female,36,Books,0,4,Mobile
51,Female,14,Electronics,0,15,Desktop
53,Female,20,Books,0,10,Desktop
48,Female,38,Electronics,0,19,Tablet
40,Male,31,Clothing,1,2,Tablet
26,Male,14,Electronics,1,5,Mobile
39,Female,40,Electronics,0,5,Desktop
39,Male,49,Books,1,6,Mobile
28,Female,49,Electronics,0,11,Tablet
63,Female,40,Electronics,1,13,Desktop
44,Female,10,Electronics,1,3,Mobile
54,Female,28,Clothing,1,19,Mobile
33,Male,16,Clothing,0,12,Tablet
25,Male,36,Electronics,1,19,Mobile
59,Male,49,Books,0,14,Desktop
42,Female,29,Electronics,0,4,Desktop
24,Female,6,Books,0,4,Desktop
47,Female,44,Electronics,0,14,Mobile
42,Male,31,Clothing,0,3,Mobile
33,Female,12,Electronics,0,3,Mobile
51,Male,32,Clothing,0,9,Tablet
44,Female,25,Electronics,0,19,Mobile
49,Female,48,Books,0,16,Mobile
34,Female,26,Clothing,0,8,Mobile
57,Male,21,Books,0,11,Tablet
55,Male,31,Books,0,13,Mobile
55,Female,33,Electronics,1,15,Desktop
58,Male,47,Books,0,5,Tablet
63,Male,24,Clothing,1,8,Mobile
50,Male,18,Electronics,0,6,Tablet
35,Female,12,Electronics,0,15,Desktop
54,Male,24,Books,1,15,Mobile
62,Male,11,Books,0,12,Tablet
58,Female,10,Clothing,0,6,Mobile
30,Female,19,Electronics,1,10,Desktop
49,Female,20,Books,1,16,Desktop
38,Male,18,Clothing,0,4,Desktop
22,Male,8,Books,0,18,Desktop
62,Female,13,Books,1,19,Desktop
53,Male,6,Electronics,1,14,Desktop
61,Male,49,Electronics,1,7,Desktop
43,Male,41,Books,0,19,Desktop
32,Female,36,Books,1,1,Tablet
58,Female,46,Books,1,16,Tablet
35,Female,27,Clothing,1,14,Mobile
47,Female,49,Books,0,14,Desktop
20,Male,30,Books,1,17,Mobile
51,Male,13,Books,1,14,Mobile
60,Male,29,Clothing,0,8,Desktop
23,Female,38,Books,1,1,Tablet
52,Female,27,Electronics,0,10,Desktop
52,Male,35,Electronics,1,11,Tablet
61,Male,19,Books,0,12,Mobile
37,Female,36,Clothing,1,2,Mobile
48,Female,20,Books,0,2,Tablet
48,Male,42,Electronics,0,8,Desktop
55,Male,28,Clothing,0,2,Tablet
36,Male,28,Clothing,1,2,Mobile
26,Female,48,Clothing,0,4,Desktop
47,Female,22,Electronics,0,12,Mobile
34,Female,27,Electronics,0,7,Tablet
36,Male,24,Books,0,10,Desktop
25,Female,15,Electronics,0,2,Tablet
47,Male,15,Clothing,1,11,Tablet
54,Female,21,Books,0,9,Desktop
44,Female,10,Clothing,1,14,Desktop
25,Male,17,Books,1,7,Tablet
54,Male,40,Clothing,0,1,Tablet
52,Male,18,Clothing,1,5,Tablet
54,Male,22,Electronics,1,1,Desktop
62,Male,34,Clothing,0,7,Desktop
26,Female,16,Electronics,1,13,Desktop
23,Female,18,Electronics,1,8,Desktop
29,Female,43,Clothing,1,17,Mobile
44,Male,8,Electronics,0,16,Desktop
28,Male,28,Clothing,0,2,Desktop
28,Female,37,Books,0,14,Tablet
44,Female,21,Electronics,0,17,Desktop
38,Female,46,Books,0,18,Tablet
56,Male,16,Clothing,0,8,Tablet
36,Female,23,Electronics,0,2,Tablet
53,Male,40,Books,0,3,Mobile
44,Male,23,Clothing,1,6,Tablet
18,Female,33,Clothing,1,5,Tablet
19,Male,19,Books,0,9,Mobile
48,Male,39,Books,1,5,Mobile
47,Female,41,Books,0,18,Mobile
18,Female,5,Electronics,1,2,Mobile
51,Female,49,Clothing,1,15,Mobile
41,Female,32,Books,1,5,Mobile
62,Female,21,Electronics,1,2,Mobile
62,Female,33,Electronics,1,18,Desktop
45,Female,28,Books,1,4,Mobile
57,Male,9,Clothing,1,13,Mobile
57,Male,37,Books,0,9,Mobile
43,Male,13,Electronics,1,3,Desktop
41,Female,11,Books,0,14,Mobile
40,Male,5,Electronics,0,11,Tablet
22,Female,32,Electronics,1,17,Desktop
49,Male,7,Books,1,18,Desktop
46,Female,29,Electronics,1,12,Mobile
36,Male,26,Clothing,0,16,Desktop
49,Female,23,Electronics,1,13,Tablet
24,Female,46,Electronics,1,16,Tablet
56,Female,14,Clothing,1,18,Tablet
41,Male,18,Books,0,16,Desktop
58,Male,14,Books,0,15,Mobile
40,Male,47,Clothing,1,16,Tablet
37,Female,45,Clothing,0,1,Mobile
40,Female,16,Electronics,1,1,Desktop
40,Male,18,Electronics,1,17,Mobile
33,Male,47,Clothing,0,9,Desktop
39,Male,30,Electronics,1,12,Mobile
20,Male,18,Clothing,1,3,Tablet
63,Male,43,Books,1,16,Tablet
54,Male,28,Clothing,0,19,Desktop
55,Female,41,Electronics,1,1,Tablet
60,Female,25,Books,1,3,Desktop
22,Male,16,Clothing,1,14,Desktop
52,Female,6,Electronics,0,5,Tablet
18,Female,19,Electronics,1,2,Tablet
25,Female,18,Books,0,14,Tablet
33,Male,49,Electronics,0,3,Tablet
24,Female,41,Clothing,0,16,Tablet
26,Male,41,Electronics,1,6,Mobile
63,Male,17,Books,1,14,Desktop
39,Female,45,Books,0,19,Tablet
44,Female,38,Clothing,0,14,Desktop
23,Male,39,Clothing,0,14,Mobile
38,Female,28,Electronics,1,17,Mobile
57,Female,32,Electronics,0,8,Mobile
28,Male,21,Electronics,0,16,Mobile
45,Male,40,Books,1,2,Desktop
24,Female,19,Electronics,1,14,Desktop
53,Female,7,Clothing,0,15,Desktop
29,Male,21,Clothing,1,9,Mobile
62,Male,7,Electronics,1,18,Tablet
24,Male,33,Books,0,8,Desktop
57,Male,9,Clothing,0,11,Desktop
22,Female,40,Clothing,0,14,Mobile
49,Male,46,Clothing,1,8,Tablet
29,Male,35,Electronics,0,9,Mobile
47,Female,40,Clothing,1,8,Mobile
45,Male,48,Electronics,1,5,Tablet
37,Female,10,Books,0,14,Desktop
22,Female,39,Electronics,1,14,Mobile
44,Female,6,Clothing,1,17,Desktop
63,Male,42,Electronics,1,8,Mobile
62,Male,30,Clothing,1,2,Desktop
61,Male,8,Clothing,0,12,Mobile
45,Male,14,Books,1,2,Tablet
41,Male,22,Books,1,10,Tablet
18,Female,39,Electronics,1,2,Tablet
43,Male,33,Books,0,8,Tablet
56,Male,31,Electronics,1,16,Mobile
40,Female,37,Electronics,1,7,Tablet
44,Male,39,Books,0,17,Mobile
59,Male,7,Books,1,16,Tablet
23,Female,33,Clothing,0,8,Mobile
34,Male,28,Electronics,0,4,Desktop
43,Female,9,Electronics,0,11,Desktop
23,Male,13,Electronics,0,12,Tablet
50,Male,6,Clothing,0,16,Mobile
39,Male,49,Books,1,7,Mobile
27,Male,42,Books,0,11,Mobile
54,Female,18,Books,1,14,Mobile
30,Male,28,Books,0,1,Mobile
28,Male,24,Books,1,2,Desktop
30,Male,35,Books,0,1,Mobile
44,Female,38,Books,0,2,Tablet
24,Female,46,Electronics,1,3,Desktop
44,Male,22,Electronics,0,16,Tablet
60,Male,42,Electronics,0,13,Mobile
56,Male,19,Clothing,1,13,Mobile
30,Female,34,Clothing,1,3,Desktop
26,Female,47,Electronics,0,13,Tablet
45,Male,19,Electronics,0,13,Mobile
36,Female,47,Books,0,9,Tablet
22,Male,43,Books,0,5,Desktop
48,Male,20,Electronics,0,12,Tablet
40,Male,17,Electronics,1,12,Desktop
52,Female,32,Electronics,0,11,Mobile
62,Male,47,Electronics,0,14,Mobile
60,Female,37,Books,1,14,Desktop
19,Male,9,Clothing,0,2,Mobile
63,Female,6,Clothing,0,14,Tablet
59,Male,31,Books,0,6,Mobile
20,Female,30,Electronics,1,13,Desktop
38,Male,35,Clothing,0,12,Desktop
50,Male,15,Electronics,1,6,Tablet
58,Male,9,Electronics,0,10,Mobile
53,Male,31,Clothing,1,5,Tablet
30,Male,5,Electronics,1,13,Mobile
24,Female,10,Electronics,1,12,Tablet
57,Male,15,Electronics,1,3,Mobile
40,Male,16,Clothing,0,3,Desktop
42,Female,9,Clothing,0,1,Desktop
55,Female,24,Clothing,0,19,Desktop
63,Male,17,Clothing,1,17,Mobile
52,Female,36,Books,0,8,Desktop
60,Male,16,Electronics,1,15,Tablet
42,Male,40,Clothing,1,8,Desktop
48,Female,48,Clothing,1,13,Mobile
19,Female,32,Electronics,1,2,Mobile
63,Female,27,Books,0,7,Mobile
20,Female,38,Books,1,13,Mobile
37,Male,20,Clothing,0,11,Desktop
20,Female,8,Clothing,1,4,Mobile
23,Male,21,Clothing,0,6,Desktop
22,Female,8,Clothing,0,16,Tablet
35,Male,26,Clothing,0,14,Desktop
25,Male,42,Electronics,0,11,Desktop
45,Male,49,Books,0,16,Desktop
39,Female,43,Books,0,7,Tablet
33,Male,40,Books,0,17,Mobile
36,Female,14,Clothing,0,14,Mobile
23,Female,10,Electronics,1,14,Desktop
32,Female,40,Electronics,0,3,Tablet
59,Female,8,Books,1,19,Desktop
29,Male,15,Electronics,0,13,Desktop
18,Female,22,Books,1,14,Tablet
19,Female,13,Books,1,19,Mobile
37,Female,24,Clothing,0,9,Desktop
41,Female,5,Clothing,1,5,Tablet
34,Male,43,Clothing,1,4,Mobile
32,Female,31,Books,0,7,Desktop
53,Male,24,Books,0,6,Mobile
42,Female,10,Clothing,0,18,Tablet
54,Male,33,Electronics,0,16,Mobile
52,Male,23,Books,1,10,Tablet
58,Female,18,Electronics,0,10,Tablet
64,Male,36,Clothing,0,10,Mobile
18,Male,27,Electronics,0,8,Desktop
19,Male,17,Clothing,0,13,Tablet
63,Female,7,Electronics,0,19,Desktop
29,Female,32,Electronics,1,4,Mobile
57,Female,23,Electronics,1,7,Desktop
35,Male,17,Clothing,0,9,Tablet
25,Female,15,Electronics,1,8,Mobile
32,Female,39,Clothing,1,13,Tablet
55,Male,35,Electronics,0,1,Mobile
28,Male,37,Clothing,0,10,Desktop
39,Female,29,Books,1,18,Tablet
51,Male,29,Electronics,0,11,Desktop
58,Male,48,Electronics,1,19,Tablet
22,Male,8,Clothing,0,11,Desktop
44,Female,28,Books,1,3,Desktop
61,Female,42,Electronics,0,5,Desktop
53,Male,29,Clothing,0,12,Tablet
55,Male,28,Books,0,3,Mobile
32,Female,38,Electronics,1,13,Mobile
28,Female,16,Clothing,1,1,Tablet
39,Female,6,Electronics,0,19,Tablet
39,Male,28,Books,0,17,Desktop
36,Female,22,Books,0,19,Tablet
30,Male,35,Books,1,12,Desktop
43,Female,15,Electronics,1,3,Tablet
24,Male,38,Books,1,8,Tablet
28,Male,9,Clothing,0,16,Tablet
46,Male,38,Clothing,1,5,Desktop
26,Female,38,Electronics,0,11,Desktop
27,Female,18,Electronics,1,15,Mobile
29,Male,5,Electronics,1,2,Tablet
40,Male,8,Electronics,0,6,Desktop
35,Female,35,Electronics,0,19,Desktop
46,Female,7,Electronics,0,14,Tablet
29,Male,32,Books,1,15,Tablet
31,Male,46,Clothing,1,12,Desktop
25,Female,28,Clothing,0,4,Desktop
20,Female,12,Books,0,3,Mobile
18,Female,40,Books,0,4,Tablet
33,Male,33,Books,0,3,Desktop
48,Male,19,Clothing,1,1,Desktop
32,Female,23,Books,1,19,Tablet
58,Female,30,Clothing,1,6,Desktop
57,Female,31,Books,0,7,Desktop
20,Female,22,Clothing,1,6,Tablet
45,Female,38,Electronics,0,15,Mobile
43,Female,16,Electronics,0,18,Mobile
44,Female,32,Books,1,16,Mobile
55,Male,6,Books,1,19,Mobile
19,Female,13,Electronics,0,6,Tablet
50,Female,10,Electronics,1,18,Mobile
46,Male,27,Clothing,0,9,Desktop
58,Female,45,Books,0,1,Mobile
34,Male,6,Electronics,0,10,Desktop
23,Female,17,Electronics,1,7,Tablet
19,Male,11,Clothing,0,7,Mobile
51,Female,23,Clothing,0,1,Tablet
50,Male,8,Electronics,1,10,Mobile
52,Female,49,Clothing,1,12,Desktop
18,Female,45,Clothing,1,7,Mobile
30,Female,11,Books,0,3,Mobile
59,Male,19,Electronics,0,18,Tablet
36,Male,15,Clothing,0,3,Tablet
58,Female,33,Books,0,1,Mobile
37,Female,9,Electronics,0,17,Mobile
36,Female,25,Clothing,1,15,Desktop
48,Female,19,Electronics,1,12,Tablet
26,Female,45,Clothing,0,15,Desktop
40,Male,30,Books,1,14,Tablet
58,Female,14,Clothing,1,3,Tablet
42,Female,27,Electronics,1,8,Mobile
27,Female,32,Electronics,1,5,Tablet
22,Female,43,Electronics,1,16,Tablet
32,Male,21,Clothing,1,19,Desktop
44,Male,14,Clothing,0,15,Desktop
35,Male,5,Books,0,14,Desktop
18,Female,6,Electronics,1,6,Tablet
19,Female,13,Books,1,18,Tablet
48,Male,21,Electronics,1,16,Tablet
37,Male,40,Books,0,12,Tablet
32,Female,32,Books,0,7,Mobile
35,Male,45,Electronics,1,3,Desktop
31,Female,26,Electronics,0,2,Desktop
61,Female,6,Books,0,11,Tablet
52,Male,6,Electronics,0,3,Tablet
52,Female,9,Books,0,4,Desktop
25,Female,33,Clothing,0,9,Mobile
36,Male,44,Books,1,19,Desktop
47,Male,49,Books,0,3,Desktop
59,Female,22,Clothing,0,16,Desktop
58,Male,33,Books,1,10,Desktop
54,Female,25,Books,1,5,Desktop
41,Male,8,Books,1,16,Tablet
31,Female,27,Books,1,13,Mobile
57,Male,10,Electronics,1,2,Mobile
35,Male,40,Electronics,1,5,Desktop
30,Female,48,Electronics,0,11,Tablet
51,Female,44,Books,1,14,Tablet
24,Female,39,Books,1,11,Mobile
22,Male,18,Books,0,13,Mobile
46,Female,40,Clothing,0,15,Mobile
44,Female,6,Electronics,1,17,Mobile
27,Male,23,Clothing,1,1,Mobile
29,Female,33,Books,1,2,Mobile
30,Female,13,Books,0,18,Mobile
31,Male,22,Electronics,0,15,Desktop
