Region,Sector,Year,Employment,Investment,Growth Rate (%),Exports,Environmental Impact,Revenue
Nellore,Agriculture,2014,47612,101,3.585146304956602,445,High,727.6209977680062
Kakinada,Technology,2018,15260,677,6.729437402319293,269,High,929.5582912137016
Vijayawada,Manufacturing,2020,19722,881,-0.1638193,488,High,589.5567519696292
Visakhapatnam,Healthcare,2022,,939,14.383298247147902,250,Medium,965.0591705407188
Kakinada,Energy,2022,8396,220,-0.122279499,291,Low,220.73098510133156
Kakinada,Agriculture,2020,27355,110,-1.987827559,183,Low,886.8133896855276
Nellore,Manufacturing,2014,10611,104,15.825155380027152,432,Low,788.4581615952283
Visakhapatnam,Energy,2022,49777,521,-4.680864337,488,Low,461.6126968039561
Nellore,Energy,2016,44744,297,19.035439446164332,76,Low,482.5352551551081
Nellore,Manufacturing,2015,28588,162,0.32125215095893545,465,High,231.52042848455346
Vijayawada,Technology,2015,12136,821,1.340390690964104,483,Low,399.0046075728153
Vijayawada,Technology,2021,20517,848,2.1311085576691635,21,Low,863.0718005690345
Guntur,Technology,2023,12085,942,10.31710861686518,490,Medium,604.1871632
Guntur,Manufacturing,2018,16150,967,7.504948388,425,Low,338.5728509126333
Visakhapatnam,Manufacturing,2022,38138,799,5.447687094885236,242,Medium,875.5270199
Guntur,Agriculture,2017,23353,203,2.5145222362074673,457,Low,839.1044801395011
Vijayawada,Agriculture,2017,30732,632,8.015407266592874,448,Low,417.6573739
Vijayawada,Agriculture,2019,47707,233,-6.297480034,19,Medium,664.3268715200302
Visakhapatnam,Agriculture,2017,36476,327,-9.967889362,466,High,339.4050018
Visakhapatnam,Healthcare,2014,47888,566,13.122818665610989,283,Low,1023.2751536473581
Visakhapatnam,Technology,2023,31020,744,11.700486312813997,347,Medium,1071.051618167336
Visakhapatnam,Agriculture,2020,3484,880,12.205229830353726,169,Medium,868.4060225071128
Nellore,Agriculture,2014,28916,889,6.909734451372749,277,Low,931.4275392727037
Visakhapatnam,Technology,2022,38809,78,13.766725357041373,109,Low,126.73804577849228
Vijayawada,Energy,2016,38820,968,8.925170157828216,147,Low,1030.3956471277772
Visakhapatnam,Healthcare,2019,7704,250,12.136013059282284,489,Medium,886.3400326482057
Visakhapatnam,Healthcare,2014,7403,422,11.73463559174673,134,Low,1039.5201621971712
Visakhapatnam,Manufacturing,2018,12525,138,-4.213851124,222,Medium,359.1848854495337
Guntur,Technology,2021,26463,469,9.446927036022728,424,Low,300.3060877989466
Kakinada,Agriculture,2016,8399,244,-7.658563685,368,Medium,411.3131046090559
Kakinada,Manufacturing,2023,49094,196,17.061754873578387,308,High,879.4410395522136
Nellore,Manufacturing,2017,42476,534,-4.161353215,96,Medium,180.77837383352306
Guntur,Manufacturing,2017,43036,126,4.168801910648503,325,Medium,926.2526904074172
Vijayawada,Technology,2019,22868,750,19.63810333138045,315,High,503.2857749853533
Guntur,Manufacturing,2021,,484,8.559664004760968,273,Medium,976.4287737830431
Nellore,Energy,2019,46657,620,13.174447988210773,81,Medium,204.68157752690678
Guntur,Technology,2021,19344,499,-0.718164733,198,Medium,905.4163579806134
Kakinada,Manufacturing,2022,35108,223,1.5508751126718643,454,Medium,172.45845150125825
Guntur,Healthcare,2020,32740,618,19.564473074805115,443,Medium,786.9084436022956
Nellore,Manufacturing,2019,42756,609,18.093578281666215,172,High,923.1898917353473
Vijayawada,Healthcare,2023,36096,733,-4.674744664,49,High,750.7341216102911
Visakhapatnam,Agriculture,2018,43364,493,13.866004017905784,243,High,1026.3593998082756
Visakhapatnam,Healthcare,2020,40894,815,1.7339925165884438,33,Low,538.1320390101959
Kakinada,Agriculture,2015,22346,971,-4.422749539,380,Medium,281.0551019776101
Visakhapatnam,Energy,2015,43218,156,10.775854392801222,27,Low,853.8103328527699
Guntur,Energy,2016,4883,170,4.8095525233180325,441,Medium,842.1762392896406
Guntur,Energy,2014,11559,450,6.777093237098132,114,Medium,932.4969195669416
Vijayawada,Energy,2016,32017,282,1.252061722848545,69,High,337.5308140584329
Visakhapatnam,Agriculture,2021,12882,552,-8.616690321,89,Medium,432.43586942854176
Vijayawada,Technology,2023,26411,688,2.443853841806108,123,High,762.8137144316261
Kakinada,Healthcare,2015,27616,293,5.399740199381041,35,High,588.8212387841864
Guntur,Agriculture,2019,24697,928,2.0450860634735335,327,Low,876.9783986690344
Nellore,Manufacturing,2020,2995,960,5.3859754064915215,172,Medium,759.7053639023186
Guntur,Energy,2014,48703,897,14.901713134923433,224,High,696.6683668202631
Visakhapatnam,Manufacturing,2014,14407,762,12.014577322969181,352,Low,425.5510792010252
Kakinada,Agriculture,2019,33848,85,5.836602980894316,379,High,860.9611125337601
Nellore,Healthcare,2018,34440,488,-2.171601558,214,Low,533.4025843962308
Visakhapatnam,Manufacturing,2023,,962,4.535220247578085,245,Low,300.62881878170117
Kakinada,Agriculture,2015,5761,512,7.332436713787299,47,High,1006.542075974591
Kakinada,Energy,2023,10638,885,17.447452619356305,309,Low,308.4099556813033
Nellore,Agriculture,2023,30405,164,-3.519616656,268,High,215.22782868465146
Visakhapatnam,Technology,2018,35229,176,10.38727399166798,492,High,528.2816022253356
Nellore,Energy,2016,18502,,12.171662343372748,158,High,686.2734073
Kakinada,Manufacturing,2016,,714,13.00669809868489,371,High,412.86782442461015
Kakinada,Energy,2017,49926,972,-3.5879144,87,Low,717.1254720328461
Vijayawada,Technology,2021,12284,283,7.446729513,140,Medium,149.0742445213881
Nellore,Energy,2017,31151,120,15.152418699018686,373,Medium,360.18290243882245
Vijayawada,Technology,2016,3970,61,-3.681084629,458,Medium,210.75453837618937
Guntur,Manufacturing,2018,14767,637,-1.533686772,258,High,114.23041526129362
Guntur,Healthcare,2014,43459,,10.794371091318885,189,Medium,366.39981654168963
Visakhapatnam,Manufacturing,2020,8507,811,1.021951592637068,84,Medium,901.2880274162866
Vijayawada,Healthcare,2023,22326,827,4.243445271817219,102,Low,861.0932923979284
Kakinada,Agriculture,2022,13150,144,11.25942298249264,345,Medium,192.2135690947894
Nellore,Agriculture,2021,2843,123,-5.223703282,263,High,925.574845
Guntur,Healthcare,2022,46510,955,-0.036428528,237,Medium,956.6521075547831
Visakhapatnam,Healthcare,2023,29690,,13.277574575089055,412,Medium,523.2692107613524
Visakhapatnam,Healthcare,2020,8960,463,-1.826598558,227,Low,151.5428486757859
Nellore,Energy,2019,14311,391,-3.411606939,333,Low,350.6606169
Nellore,Agriculture,2023,30317,367,13.773533796645857,387,Medium,340.54886903369027
Vijayawada,Energy,2016,34402,609,-2.360040099,188,High,926.6273558
Guntur,Technology,2018,28742,930,7.023540202107588,184,Medium,779.3189238796006
Kakinada,Healthcare,2014,41721,,7.159790702222345,320,High,1014.6989072243559
Visakhapatnam,Manufacturing,2018,22586,142,19.895059194497964,321,Low,759.2509840561871
Kakinada,Manufacturing,2023,26905,854,-1.993725336,227,Low,967.9735856328518
Guntur,Agriculture,2021,47626,850,13.423731347717386,22,Medium,954.1017164555977
Vijayawada,Technology,2022,29287,773,19.52465756996708,89,Low,662.9256030158456
Vijayawada,Healthcare,2016,15633,366,16.781924703028928,447,Medium,935.4218444130859
Vijayawada,Agriculture,2022,39138,896,4.733291123693201,399,High,997.4102884682911
Guntur,Energy,2018,39333,437,-3.771184282,236,Low,708.5199246881746
Guntur,Energy,2018,23820,534,-3.985100367,300,High,969.7195640378668
Visakhapatnam,Technology,2017,27246,874,3.191374092,382,Medium,285.8926096
Vijayawada,Healthcare,2016,37196,353,15.391638520365841,381,Medium,787.3324839768915
Kakinada,Technology,2022,2746,233,5.5611447507719785,146,Low,464.9574672692987
Vijayawada,Agriculture,2016,29810,686,1.0318584187517175,259,Medium,631.0785487526368
Kakinada,Energy,2017,1036,814,15.909605890780643,364,Low,908.5041919509545
Visakhapatnam,Energy,2023,6067,306,0.028413564759431686,303,High,886.0869455081638
Vijayawada,Energy,2015,37665,195,18.644616156023893,261,High,1034.3570015042467
Visakhapatnam,Manufacturing,2017,29013,982,-3.374980276,348,Low,401.85769368695213
Nellore,Energy,2019,49817,750,6.561420426628699,81,High,677.2106531997152
Vijayawada,Energy,2020,17800,80,-3.8727786,143,High,513.9017771201078
Vijayawada,Manufacturing,2022,12019,177,11.725521644970001,244,Low,285.1885433278992
Visakhapatnam,Healthcare,2021,1591,183,10.654351844847367,397,Medium,466.4974638760707
Guntur,Manufacturing,2019,29979,847,10.192745205675115,475,High,427.33255189206824
Guntur,Technology,2016,21044,94,9.678320039605023,352,Low,842.0976208372288
Kakinada,Agriculture,2022,36053,184,9.167630949920373,289,High,710.8684409478535
Guntur,Energy,2019,24447,353,18.920891688576575,446,Medium,335.7907476606753
Nellore,Energy,2017,26105,541,4.498998806493814,394,High,423.33958354313154
Kakinada,Agriculture,2017,37047,986,-6.253430028,206,Medium,801.3411799
Guntur,Agriculture,2017,15340,638,-2.284183787,266,Low,851.4269074395702
Kakinada,Energy,2021,30058,277,-4.446638724,484,High,293.6828107337927
Vijayawada,Energy,2022,30677,786,9.126807075917341,145,Medium,619.7367036167103
Nellore,Manufacturing,2016,,105,13.473646164468189,323,High,201.14732847269158
Visakhapatnam,Agriculture,2021,,358,0.9194292330829921,164,High,950.2915566544372
Nellore,Agriculture,2017,4676,779,3.064320506545238,496,High,663.8710567459874
Nellore,Agriculture,2017,5267,918,-7.712926052,494,Low,490.1953388
Nellore,Energy,2014,46210,306,19.449835593455866,77,Low,831.5164969159749
Vijayawada,Energy,2019,25762,823,-4.989742764,382,Medium,465.93441705211023
Vijayawada,Energy,2021,16595,609,5.349192462101353,286,Medium,230.57658209419725
Nellore,Energy,2020,18862,75,7.189540084917901,17,Low,620.3921550636884
Guntur,Manufacturing,2018,22034,474,9.424182761709275,51,High,747.6706263
Kakinada,Energy,2014,4869,137,11.47888861500336,16,Medium,166.7260774025546
Nellore,Technology,2014,8147,513,-3.322656684,72,High,552.9547712097819
Visakhapatnam,Healthcare,2018,24402,92,8.550833627,435,Low,751.8667669372356
Kakinada,Technology,2019,39893,756,19.98290670474282,207,High,1007.0707746878558
Vijayawada,Agriculture,2023,24880,661,-4.461821202,58,Low,132.50736185186616
Guntur,Healthcare,2016,10474,663,5.072250776251215,168,Low,945.6290226465455
Visakhapatnam,Agriculture,2019,17052,464,8.820224862775248,39,Medium,467.9258433632772
Visakhapatnam,Technology,2022,9851,666,5.453289994840567,318,Low,776.3189113656382
Kakinada,Technology,2019,23554,78,-4.625037491,262,Low,155.39247075735418
Kakinada,Technology,2017,17479,138,16.55837291099329,240,High,367.85055461717076
Guntur,Agriculture,2016,16186,443,2.6218703773826775,404,High,200.61488577180526
Visakhapatnam,Manufacturing,2022,25673,169,6.003019274623405,208,Low,681.1451025741136
Kakinada,Healthcare,2023,49205,275,4.286583483361788,262,High,584.7881045792449
Guntur,Agriculture,2019,25563,292,3.8542430402750014,19,High,788.2543896776031
Kakinada,Technology,2016,33009,224,7.441238862630454,331,High,250.66837505229222
Kakinada,Agriculture,2014,22988,648,-9.76896029,342,High,436.69713732169333
Nellore,Technology,2019,3400,349,-4.387993355,362,Medium,239.6859031922017
Kakinada,Healthcare,2021,30410,397,3.746255902271372,95,Medium,594.8726359320174
Guntur,Energy,2019,4809,413,2.237446627992991,259,Low,847.2406545736111
Visakhapatnam,Healthcare,2018,14136,905,13.841653447739532,296,Low,510.26696370204274
Vijayawada,Healthcare,2017,13300,652,13.583322839141417,265,Low,258.56326491120205
Kakinada,Agriculture,2018,23829,815,-4.168707718,70,High,525.0250320955274
Visakhapatnam,Agriculture,2016,46028,551,9.432389395976838,293,High,204.97246557183237
Nellore,Healthcare,2022,14470,938,1.223224692864843,244,Medium,515.4738476190722
Nellore,Agriculture,2014,,391,0.28527329401163826,15,Low,244.1154185795855
Kakinada,Healthcare,2023,34305,614,11.471385105671054,28,High,561.4343045488203
Vijayawada,Energy,2016,35319,322,7.730563458176949,259,Medium,591.8924143353298
Kakinada,Healthcare,2016,27997,671,13.820425652220244,29,Medium,205.73505612639784
Guntur,Healthcare,2020,17672,594,12.732857370087086,376,High,334.6331727783173
Vijayawada,Agriculture,2019,48148,878,-0.21364323,490,Low,993.1242124393864
Nellore,Energy,2015,41551,975,14.583417298115513,178,Low,659.1883186566263
Vijayawada,Energy,2017,34298,731,11.429941541001554,130,Low,960.5528726647213
Kakinada,Energy,2022,31226,496,9.357338492714339,242,Medium,908.4123989238631
Guntur,Healthcare,2018,10596,206,3.755915358176919,428,High,439.73718563784445
Guntur,Agriculture,2023,22818,288,-1.674809174,104,High,747.1765495797616
Kakinada,Technology,2014,42335,791,-3.477194328,226,High,331.4953928638445
Kakinada,Healthcare,2021,22182,922,-3.70294806,170,High,85.85881889
Kakinada,Technology,2017,31255,940,16.79665614627362,294,Low,538.8885678
Vijayawada,Manufacturing,2019,35364,529,10.096847795654753,22,High,904.4123248390136
Guntur,Manufacturing,2022,,136,9.811018884961486,482,High,750.3429856835476
Vijayawada,Healthcare,2015,37903,,17.338364587460923,113,Low,788.0415078465526
Nellore,Agriculture,2019,27974,574,-3.856242195,93,Low,540.8651697986749
Nellore,Energy,2019,27179,275,11.122658096622924,142,Medium,984.5873098
Nellore,Manufacturing,2023,44132,162,9.797860110476751,256,Medium,264.8725333789723
Nellore,Healthcare,2014,12552,538,12.346134656806658,261,Medium,242.42220445361983
Vijayawada,Agriculture,2022,49926,817,-0.662008394,488,Medium,528.5913914193331
Nellore,Agriculture,2014,,558,3.968236088113475,421,High,965.1427573716732
Vijayawada,Energy,2017,2614,509,13.12275679590211,130,High,711.7948320911418
Guntur,Energy,2022,33470,210,2.166514532175575,215,Low,672.5496805175687
Guntur,Manufacturing,2019,19781,159,2.3135107120392453,147,High,505.6784820321424
Guntur,Manufacturing,2023,32457,245,15.199142231518934,71,High,248.23789846722138
Guntur,Manufacturing,2019,45348,581,32.057054429917336,315,Medium,226.56287155945495
Nellore,Technology,2021,47785,993,25.612720894663326,460,Medium,188.58357962100172
Vijayawada,Agriculture,2021,26037,217,4.388737695777582,90,Low,972.5235607998374
Nellore,Healthcare,2020,7159,409,6.60829362,203,Medium,267.02792090530437
Guntur,Energy,2014,7820,476,7.928759057096931,329,High,426.74089311178136
Nellore,Energy,2022,,754,6.027904102458342,398,Low,262.4503969325359
Nellore,Technology,2015,3711,409,7.830499395695469,482,Low,382.0267425283945
Kakinada,Agriculture,2019,47246,859,-5.290794198,473,Medium,717.5520778364032
Vijayawada,Energy,2020,4339,664,0.9726173916894139,121,Low,921.4581794808178
Kakinada,Technology,2020,38116,,5.7028392436810424,176,Low,303.65323127802253
Kakinada,Manufacturing,2023,12280,117,13.653274455966056,416,Medium,422.9743311134803
Vijayawada,Energy,2020,,451,18.469003179093974,211,Medium,1056.2952043377138
Visakhapatnam,Energy,2016,8292,819,8.604502898548839,378,Medium,405.4708787
Nellore,Manufacturing,2023,23320,173,5.044841758334094,210,Medium,509.7275762
Nellore,Technology,2016,25016,428,-0.695143314,74,Low,917.0247866145558
Nellore,Healthcare,2014,10945,960,14.94857973,145,Low,757.5063654
Vijayawada,Manufacturing,2014,,169,13.21177364,78,Low,966.3278974498505
Vijayawada,Healthcare,2017,35168,687,0.1505930895521077,257,Medium,536.0345745
Kakinada,Agriculture,2020,29016,550,-5.95082039,76,Medium,152.2704878554043
Visakhapatnam,Energy,2022,27911,508,3.2354164343610723,33,High,966.4359154865542
Guntur,Healthcare,2023,11956,873,15.568412151085784,156,High,1014.9122380789789
Vijayawada,Agriculture,2022,40938,133,13.198355030925537,185,High,588.5538122
Kakinada,Technology,2018,35828,391,12.46588974,223,Low,641.7416288669737
Visakhapatnam,Agriculture,2018,29391,877,5.838382340404255,488,High,786.2026131253454
Guntur,Agriculture,2019,8896,409,-6.75734355,224,Low,86.36246487948026
Guntur,Agriculture,2014,23191,694,13.932840329784323,23,Medium,779.6939118887033
Visakhapatnam,Healthcare,2018,3019,609,8.529701396425608,120,Medium,998.9458815042319
Vijayawada,Manufacturing,2022,5131,462,10.27366314256633,53,Medium,401.46432371865643
Visakhapatnam,Energy,2015,22326,551,17.556140577405785,335,Medium,262.7343345815059
Guntur,Agriculture,2018,36399,297,8.700868483539718,105,Medium,446.84157939611293
Guntur,Manufacturing,2018,16256,859,8.881583065198505,190,High,1006.2927985300552
Guntur,Technology,2015,18412,643,6.559044603693334,127,Low,723.1746568017481
Guntur,Agriculture,2014,29287,234,-0.773596016,230,Low,167.18978532149555
Visakhapatnam,Agriculture,2022,38081,737,14.96053084809435,109,Low,266.2591123504554
Visakhapatnam,Technology,2023,45187,614,14.702973498630474,453,High,1065.2762572815911
Guntur,Manufacturing,2020,33596,713,-3.749104089,69,High,506.2688878444954
Vijayawada,Energy,2020,36335,331,9.103173594049911,444,Medium,339.1315045963052
Visakhapatnam,Technology,2022,49115,568,17.81212635575921,76,Low,850.1728777007123
Visakhapatnam,Agriculture,2020,40159,263,-2.840848303,135,High,972.5285689635807
Guntur,Agriculture,2016,11139,752,-2.477023171,147,Low,550.3727857550987
Kakinada,Manufacturing,2020,34077,69,13.848442111035602,499,High,649.5554250566146
Nellore,Energy,2019,48046,,9.574961992957892,314,Low,563.8430481826064
Kakinada,Technology,2023,46499,476,12.528528284589424,468,Medium,879.6357946346457
Vijayawada,Healthcare,2019,44020,352,10.03292060840378,169,Medium,888.3158805415814
Guntur,Healthcare,2021,29924,109,11.830106150395235,40,Low,842.8948157039308
Kakinada,Manufacturing,2018,33899,373,6.441140400838506,18,Medium,750.0254536951277
Nellore,Manufacturing,2019,4574,279,9.846844191696537,398,High,689.4726952948333
Kakinada,Technology,2016,9520,865,17.48125767453912,352,High,715.2128788847633
Kakinada,Energy,2017,22804,55,15.799751327758685,263,Low,540.6898632302673
Nellore,Agriculture,2018,,615,3.9211103283640636,21,Low,288.1148285
Guntur,Energy,2014,27398,732,8.307756584497765,264,Medium,1054.8127781985236
Visakhapatnam,Healthcare,2015,5876,477,19.15249681828705,457,High,243.35740982322926
Nellore,Manufacturing,2015,14880,851,-3.043137982,263,Low,742.1028957752811
Visakhapatnam,Agriculture,2022,5316,213,-1.351262053,384,Medium,818.1218118262155
Vijayawada,Healthcare,2023,45839,580,-2.108119409,460,High,232.7729074289769
Vijayawada,Healthcare,2014,38981,667,12.427278456518962,350,Medium,772.8899473049814
Visakhapatnam,Technology,2023,18881,405,7.404398152527882,196,High,242.98781251773792
Vijayawada,Technology,2019,18326,258,1.3067272400211483,236,Medium,676.3713562792545
Nellore,Technology,2018,37665,551,-3.287430186,36,Medium,148.88625967677842
Vijayawada,Manufacturing,2021,30541,286,-1.167595987,295,Medium,756.6606754768502
Kakinada,Energy,2022,22793,110,3.9572365905970557,344,Medium,1003.3529602496568
Nellore,Energy,2014,48899,424,-2.390713548,202,Medium,937.8633745567798
Kakinada,Energy,2021,36421,480,6.773020660440887,130,Low,1030.5104991701162
Guntur,Healthcare,2014,13460,836,16.08697922813785,331,High,299.4871463472324
Nellore,Technology,2016,12218,985,-4.459325188,289,Low,351.07564689371674
Guntur,Manufacturing,2018,3076,824,2.948995791490443,430,High,476.2997253218812
Vijayawada,Technology,2018,32668,813,17.93640554727534,460,Medium,762.8229770993485
Visakhapatnam,Technology,2022,9108,93,0.48238206262076666,325,Medium,704.4486153182373
Nellore,Healthcare,2023,4201,736,7.830964302411479,292,High,560.6358972657484
Kakinada,Healthcare,2022,9204,52,6.264562320402934,475,Medium,277.25757240660954
Nellore,Technology,2016,44732,459,8.800454307,49,High,886.3940853
Kakinada,Agriculture,2017,32740,191,-5.684772177,55,Low,326.1420851410836
Visakhapatnam,Technology,2022,6004,227,7.4712755936068564,350,High,663.9597955974875
Vijayawada,Energy,2023,2645,758,19.154450620863418,97,Low,782.1907357061448
Kakinada,Energy,2016,37741,324,10.11531783763054,224,High,616.7736298
Kakinada,Healthcare,2019,22675,784,12.100621542301795,345,High,491.8688728916461
Kakinada,Energy,2022,,949,3.5376777671010906,131,High,328.57256200978935
Visakhapatnam,Manufacturing,2014,24476,250,-4.951702143,402,High,639.6207446
Nellore,Healthcare,2019,17738,633,14.150647487982411,116,Medium,1013.5735985989287
Kakinada,Energy,2015,27107,940,-2.336012988,430,Low,903.0414779099254
Kakinada,Energy,2022,30722,849,-4.971713122,146,Low,536.7901555944047
Kakinada,Manufacturing,2019,2019,,3.1860140738516662,492,Low,970.8067139981985
Kakinada,Manufacturing,2022,4273,696,10.630288346437876,205,Medium,727.9868068912076
Nellore,Healthcare,2023,4736,628,7.5428204172122975,371,High,754.3689122200932
Nellore,Healthcare,2016,45466,579,9.371737379,25,Low,905.2623594241308
Vijayawada,Energy,2018,17995,,-1.118084921,409,High,176.0665014846718
Vijayawada,Energy,2017,4646,125,14.749368989245834,382,Low,990.4367112365572
Visakhapatnam,Technology,2020,45788,701,9.349037937540743,56,High,586.5367559421607
Nellore,Energy,2020,35296,978,8.989371048896833,271,Medium,568.9160488582111
Nellore,Energy,2020,36111,156,2.1515012914821376,27,Low,185.35634201471214
Visakhapatnam,Healthcare,2020,31649,508,13.016611362696558,203,Medium,630.1243857224986
Guntur,Energy,2021,7617,80,15.097117718381334,72,High,415.0776941747051
Kakinada,Energy,2015,11169,782,11.99545313049925,37,Low,269.8044434805041
Vijayawada,Manufacturing,2018,46087,811,17.756794281348746,381,Medium,839.0076016217383
Guntur,Manufacturing,2021,30665,127,-1.937021437,282,High,111.53998277555273
Visakhapatnam,Energy,2021,42400,235,0.8576274834294475,25,Medium,724.0154245860592
Visakhapatnam,Technology,2014,39038,493,2.5877531219527867,472,Medium,141.75762289122724
Kakinada,Energy,2014,49927,329,11.533452845905316,413,High,448.9450598630285
Visakhapatnam,Technology,2015,22682,96,3.8397786489329633,371,High,992.6861875029756
Nellore,Technology,2016,48024,972,7.106654952743137,75,Medium,708.0766861406632
Vijayawada,Agriculture,2018,12977,988,10.789957411026911,24,High,822.6047792209458
Guntur,Healthcare,2018,48895,901,11.628321504593139,191,High,350.7711767563842
Visakhapatnam,Agriculture,2020,41592,91,2.126799639079344,463,Low,114.9353876715622
Kakinada,Technology,2021,28684,63,13.778681098786024,92,High,601.6805690922351
Guntur,Healthcare,2022,46520,505,7.24734361,427,High,934.5990852
Vijayawada,Technology,2018,6767,792,17.732603660151234,337,High,529.4422209883978
Visakhapatnam,Energy,2019,36568,972,16.94581508939536,118,Low,1057.713322668923
Nellore,Manufacturing,2021,35923,370,0.6224201432601815,355,High,429.30295453006266
Kakinada,Agriculture,2020,36843,682,10.24782800765226,477,High,813.8901870121884
Nellore,Technology,2023,21434,962,8.423081535502925,155,High,1001.0300443715381
Kakinada,Energy,2019,18427,627,17.496432046229874,156,Low,373.7026289298613
Kakinada,Technology,2016,1794,312,-3.578985732,234,Medium,321.8335645155663
Visakhapatnam,Technology,2019,9050,514,11.25626799115475,48,Low,439.85721747453545
Visakhapatnam,Manufacturing,2014,20280,771,19.302399830307774,107,Low,654.8215027
Visakhapatnam,Agriculture,2017,33322,851,-5.809460904,90,Low,708.5614877070843
Visakhapatnam,Technology,2015,16802,977,18.953069886990324,485,High,798.1714927958955
Vijayawada,Manufacturing,2021,40963,881,19.837539009892705,457,Low,648.7687186771548
Kakinada,Technology,2021,16797,185,18.115570446063213,181,Low,993.5138053252169
Visakhapatnam,Healthcare,2021,24235,326,17.217330369619958,280,Low,961.1284970049611
Guntur,Manufacturing,2019,11440,810,6.384103364037513,486,High,616.7112372487038
Kakinada,Manufacturing,2014,2031,263,6.545860864015209,265,High,573.2156141
Vijayawada,Agriculture,2015,48207,855,8.189833582618583,124,High,627.0230771313888
Guntur,Agriculture,2017,35862,85,-9.664427122,482,Low,615.7852369463027
Kakinada,Energy,2021,23058,805,12.935861271956341,94,High,990.1336832392485
Kakinada,Agriculture,2021,24913,161,-6.009251669,178,High,937.3251048134238
Visakhapatnam,Technology,2020,15557,126,19.41225085110623,166,Medium,248.45943607239386
Vijayawada,Agriculture,2020,29004,734,11.699111167053957,382,Low,186.87147596617604
Kakinada,Energy,2017,17676,633,16.512787164686127,132,High,647.5259427524632
Visakhapatnam,Agriculture,2014,9619,667,-4.649822171,309,High,615.9856861217436
Nellore,Agriculture,2023,16372,346,-9.502462906,94,Low,858.1214783435167
Guntur,Agriculture,2015,26168,405,-2.393842213,25,Low,134.3049390380167
Visakhapatnam,Technology,2018,,495,15.328584757483412,484,Medium,1025.876494549543
Guntur,Healthcare,2023,20968,551,5.7605477021991724,67,High,825.7406178391175
Nellore,Healthcare,2022,30389,359,-3.51654423,424,Medium,353.37560621487347
Kakinada,Manufacturing,2016,5123,269,-3.862836463,272,High,824.6089699140105
Vijayawada,Energy,2023,33333,346,17.70087190839304,437,High,671.2450168030399
Nellore,Manufacturing,2014,41756,489,18.507795023193793,289,Medium,297.50311766341764
Visakhapatnam,Manufacturing,2018,18765,171,19.346944176090993,99,Medium,325.0832745411156
Nellore,Technology,2023,22330,160,-1.325989852,290,Medium,110.87841623615246
Vijayawada,Manufacturing,2019,10821,618,12.619895903304666,329,Low,786.9909566824228
Kakinada,Manufacturing,2015,24606,428,14.128829021213672,418,Low,802.4713882107945
Kakinada,Agriculture,2019,29390,340,11.69263649,170,Medium,176.75496408016846
Kakinada,Manufacturing,2018,1005,730,-0.426900039,117,High,906.8836297118896
Guntur,Healthcare,2023,14057,706,16.377216597650904,19,Medium,959.6231491794153
Nellore,Energy,2018,32419,733,17.330903680248667,14,High,427.03552397622275
Vijayawada,Agriculture,2015,29840,810,6.192726869755745,161,Low,699.1610876450216
Guntur,Technology,2015,2659,647,-3.950737415,49,High,754.4387289259313
Kakinada,Healthcare,2017,14347,606,12.444925826563097,163,High,893.4162505089723
Kakinada,Technology,2016,45852,815,16.011239540970138,196,High,1100.4916022589066
Guntur,Energy,2022,34953,263,4.079729902271231,417,High,532.7296896429733
Guntur,Technology,2023,41247,185,6.515622970531496,464,High,575.0134756238708
Kakinada,Agriculture,2015,37972,472,12.572525279084278,231,Medium,652.3423193172778
Nellore,Energy,2022,8240,889,17.786350086370984,63,High,696.1206522678381
Vijayawada,Technology,2016,39397,224,16.013833918781604,194,High,644.8709879780708
Guntur,Healthcare,2016,11386,530,12.36679323992394,166,High,847.5440041715968
Vijayawada,Healthcare,2021,46609,62,3.0461658800330067,307,High,600.8886228456205
Vijayawada,Energy,2023,36989,537,10.034605569218273,455,Low,988.8858319067022
Nellore,Manufacturing,2022,18974,934,12.82578641,193,High,529.7928450635868
Visakhapatnam,Manufacturing,2020,6700,58,34.42000021136278,421,Low,897.9909000306476
Guntur,Energy,2017,40377,148,9.563845926,21,High,143.15449197055378
Kakinada,Energy,2015,,791,5.6960142656763235,154,Low,643.0554728414997
Visakhapatnam,Healthcare,2017,40624,434,3.0174821260330713,264,High,135.09587242698353
Guntur,Agriculture,2017,21954,472,-8.17370558,36,Medium,862.4201097
Guntur,Technology,2021,13069,478,19.930680115728293,402,High,273.26865095318124
Guntur,Technology,2023,11375,533,17.64879797986611,311,High,825.0680932326864
Kakinada,Manufacturing,2014,16233,962,11.946715401443633,302,Medium,1025.9274021618878
Kakinada,Agriculture,2020,43402,747,-3.649471273,399,Low,514.7384495935963
Kakinada,Energy,2023,42457,954,11.53259905717167,342,Medium,241.02099500541772
Nellore,Agriculture,2020,18754,954,-1.293134616,116,Low,814.6634957641212
Kakinada,Technology,2016,42223,521,17.569401194113624,280,High,696.5365802
Nellore,Energy,2015,19675,397,12.34044094457197,191,High,434.9915505499507
Visakhapatnam,Technology,2014,,903,-3.146022356,50,High,927.5914181284875
Visakhapatnam,Healthcare,2023,43340,160,18.363951813582045,317,High,362.3823229017313
Vijayawada,Manufacturing,2023,36533,819,12.802951408353383,36,Low,786.8561720344142
Visakhapatnam,Agriculture,2020,12223,910,-8.161238026,208,High,799.7327339671035
Visakhapatnam,Manufacturing,2021,2082,958,1.1837842954435702,351,Low,575.3406535503494
